,url,ref_no,pet_name,gender,status,description,address,address_clean,latitude,longitude,color
27,https://www.pawboost.com/landing/pet/L1DZZ0MjgVfHICkdovqPN9RmSUV7Nc4Y/reunited-turtle-san-francisco-ca-94129,5460946,Turtle,Female,SAFE,"Calico, microchipped, female, very friendly","San Francisco, CA 94129","San+Francisco,+CA+94129",37.793323,-122.4665384,calico
28,https://www.pawboost.com/landing/pet/yr59zysMvCKTn0iHp_0bxJt1VxmQbNDj/reunited-gato-richmond-ca-94805,5466579,Gato,Female,SAFE,"Diamond face, dark tails and paws ","Richmond, CA 94805","Richmond,+CA+94805",37.9383242,-122.3277578,other
29,https://www.pawboost.com/landing/pet/JlbDsS0w8Sn-rMohWYDl5D4dtk6qIPqC/reunited-nomi-san-leandro-ca-94579,5406526,Nomi,Male,SAFE,Black & White cat with only spots on one side,"San Leandro, CA 94579","San+Leandro,+CA+94579",37.6851553,-122.1575745,black_white
30,https://www.pawboost.com/landing/pet/bSNfgA8i4xMOnJqL_FT3EWl5WYXKUW4D/reunited-mickey-san-francisco-ca-94127,5506175,Mickey,Male,SAFE,Mickey does not have a collar. He weighs about 5-10 pounds. ,"San Francisco, CA 94127","San+Francisco,+CA+94127",37.734646,-122.463708,other
31,https://www.pawboost.com/landing/pet/fhaY9kfHL8sMIjRuYfBv70DWxAx8jEzl/reunited-bongo-san-francisco-ca-94122,5450896,Bongo,Male,SAFE,"Medium sized cat with orange fur, very friendly. ","San Francisco, CA 94122","San+Francisco,+CA+94122",37.7597481,-122.4750292,orange
32,https://www.pawboost.com/landing/pet/MYaIBYVVE88hqFQczcraxgDo1TgGXl6o/reunited-yoshi-brisbane-ca-94005,5435264,Yoshi,Male,SAFE,White and gray cat with green eyes. 2 years old. Less than 10 lbs. Manx cat. Stub tail (almost no tail). Microchipped.,"Brisbane, CA 94005","Brisbane,+CA+94005",37.6948419,-122.4070834,white
33,https://www.pawboost.com/landing/pet/9FAZnG7rKVIzRI9lEi8kh3vHoAt7ci20/reunited-shadow-san-lorenzo-ca-94580,5487363,Shadow,Female,SAFE,"Black with brown undertones.  Long fur like a main coin.  Green Eyes. 9 lbs, but looks larger because of all the fur. ??","San Lorenzo, CA 94580","San+Lorenzo,+CA+94580",37.6729393,-122.1348629,black
34,https://www.pawboost.com/landing/pet/zfIuBJDbnc4uPInyk8eYXryjZOjGnmix/reunited-tiger-san-francisco-ca-94112,5426061,Tiger,Female,SAFE,Bengal Cat with light color fur and black spots. ,"San Francisco, CA 94112","San+Francisco,+CA+94112",37.7225491,-122.4410618,other
35,https://www.pawboost.com/landing/pet/owzFt-f9TxfKBb1O6b1cDWUCxhoZlAox/reunited-deedee-san-lorenzo-ca-94580,5474495,Dee Dee,Female,SAFE,"brown/grey/white tabby/calico, chubby, wearing a pink collar with pink/pewter ID tag and yellow plastic tag.  White chest/paws, big belly","San Lorenzo, CA 94580","San+Lorenzo,+CA+94580",37.6729393,-122.1348629,other
36,https://www.pawboost.com/landing/pet/BKAH-Votbfko-u7R6t5ZbseQHWiZLi45/reunited-thispet-san-lorenzo-ca-94580,5427044,this pet,Female,SAFE,"Sweet, friendly, possible indoor cat (not afraid of cars)","San Lorenzo, CA 94580","San+Lorenzo,+CA+94580",37.6729393,-122.1348629,other
37,https://www.pawboost.com/landing/pet/De0ptDl59mPlHmsaPHX1H1ZCJ-EdJKvp/reunited-sky-san-lorenzo-ca-94580,5510156,Sky,Female,SAFE,Calico ,"San Lorenzo, CA 94580","San+Lorenzo,+CA+94580",37.6729393,-122.1348629,calico
38,https://www.pawboost.com/landing/pet/Hwo9K7PQqStFO9UJYmVm9WzRYkIhpLdD/reunited-booboo-hayward-ca-94541,5414373,BooBoo,Male,SAFE,"Black long haired cat with a little tiny bit of white on his chest/neck area and a little white inside his ears.  Green eyes, neutered. He’s really skittish so will not come to anyone. He didn’t come in last night or this morning to eat, not like him at all!  He’s chipped and has a collar. You can’t see his collar because of his long hair. He always stays close to home. He always comes in when called so we’re thinking he’s trapped somewhere or he would come when we called. Please everyone look for our baby Boo. We’re so worried. ","Hayward, CA 94541","Hayward,+CA+94541",37.6737239,-122.1007867,black
39,https://www.pawboost.com/landing/pet/ww7chAYOzQ7a-3lDlG4TljkppSh_7mj-/reunited-coco-el-sobrante-ca-94803,5433582,Coco,Female,SAFE,"Mostly white with striped tiger face, brown fluffy tail, blue eyes. Very friendly and soft. Ragdoll mix. 10 lbs, medium sized cat with medium hair. ","El Sobrante, CA 94803","El+Sobrante,+CA+94803",37.9587253,-122.2767313,white
40,https://www.pawboost.com/landing/pet/ZiG_5eMHBKlKdlTZTCvQPhyYlq4fog4H/reunited-mirasol-daly-city-ca-94014,5496823,Mirasol,Female,SAFE,White with black grayish spot long hair ,"Daly City, CA 94014","Daly+City,+CA+94014",37.6904558,-122.4523855,white
41,https://www.pawboost.com/landing/pet/6qEC9jlrcDf9PeSz40asf2yf_TogaA75/reunited-cassius-san-francisco-ca-94112,5493689,Cassius,Male,SAFE,"Cream and white, domestic shorthair mix","San Francisco, CA 94112","San+Francisco,+CA+94112",37.7225491,-122.4410618,white
42,https://www.pawboost.com/landing/pet/MTUFTyIFbIJD5S0HGdLWcHAroY979Lq8/reunited-chance-san-lorenzo-ca-94580,5414706,Chance,Male,SAFE,black and white tuxedo cat-long haired,"San Lorenzo, CA 94580","San+Lorenzo,+CA+94580",37.6729393,-122.1348629,black_white
43,https://www.pawboost.com/landing/pet/XmAmzJZXI-nxHxywrErqk4tVUhhTZuBc/reunited-morris-el-sobrante-ca-94803,5474229,Morris,Male,SAFE,Orange and white Tabby cat,"El Sobrante, CA 94803","El+Sobrante,+CA+94803",37.9587253,-122.2767313,orange
44,https://www.pawboost.com/landing/pet/96BMAf5ryK7R0yA8fou6R1QSVFEdYPdl/reunited-sammy-hayward-ca-94541,5479856,Sammy,Male,SAFE,NEIGHBORHOOD LAST SEEN,"Hayward, CA 94541","Hayward,+CA+94541",37.6737239,-122.1007867,other
45,https://www.pawboost.com/landing/pet/AiBU2UPM8f7ARUyaqYHI1AcahYLjaWst/reunited-daisy-san-francisco-ca-94116,5496258,Daisy,Female,SAFE,Siberian cat with brown fluffy back and white belly. ,"San Francisco, CA 94116","San+Francisco,+CA+94116",37.7432421,-122.497668,other
46,https://www.pawboost.com/landing/pet/ZgpeGmtqfzqwXPQonm7vS2NsGbu1BKC8/reunited-littleboy-san-francisco-ca-94116,5434257,Little Boy,Male,SAFE,"GRAY,  Green Eyes,  male cat ----  LONG HAIR --- Very Fluffy Tail","San Francisco, CA 94116","San+Francisco,+CA+94116",37.7432421,-122.497668,gray
47,https://www.pawboost.com/landing/pet/O2UCY-BJbutlx0mYbZQn4rxbbKzUnzmM/reunited-lil-boy-san-francisco-ca-94116,5434266,Lil’  Boy,Male,SAFE,"All GREY ( considered “Blue” ), green eyes, long haired, male cat..... Very fluffy tail!!
Very Friendly — but may be scared!!","San Francisco, CA 94116","San+Francisco,+CA+94116",37.7432421,-122.497668,gray
48,https://www.pawboost.com/landing/pet/IJQ6cw7OaKUXHrNkCbzMAzasjV8N6Iz7/reunited-junior-hercules-ca-94547,5409519,Junior,Male,SAFE,Grey stripes with white around the mouth and stomach,"Hercules, CA 94547","Hercules,+CA+94547",38.00674,-122.259717,gray
49,https://www.pawboost.com/landing/pet/Ooaz0OqiKHOrmXA9MO4c6iAc-5k2jFIQ/reunited-stretch-hayward-ca-94541,5431522,Stretch,Male,SAFE,"Grey & white, neutered male, about six yrs old, 10lbs, long frame, kind of shy with strangers but can be friendly.","Hayward, CA 94541","Hayward,+CA+94541",37.6737239,-122.1007867,gray
50,https://www.pawboost.com/landing/pet/9hXg6WETymsdGtLOwxv-0836AELjBn7q/reunited-yoko-walnut-creek-ca-94596,5480728,Yoko,Male,SAFE,"Brown/grey tabby, bushy tail, green eyes, 6mos old, medium haired","Walnut Creek, CA 94596","Walnut+Creek,+CA+94596",37.8824054,-122.026918,tabby
51,https://www.pawboost.com/landing/pet/HP0_zTBQ81gu32IGAnEjnY0UNRMV9Prb/reunited-gabby-hayward-ca-94545,5488942,Gabby,Female,SAFE,"Light grey and white, eyes are green, and she has white hair at the tip of her fluffy tail","Hayward, CA 94545","Hayward,+CA+94545",37.6063621,-122.1178261,gray
52,https://www.pawboost.com/landing/pet/2LUfdbyzl4lSl6dn4Ikt5x4D8zya9xav/reunited-osiris-hayward-ca-94544,5395114,Osiris,Male,SAFE,Russian Blue. He is all gray. He recently had surgery so he has a shaved patch on his neck and on his front arm. He is about 12 lbs and healthy. ,"Hayward, CA 94544","Hayward,+CA+94544",37.6270256,-122.0496521,gray
53,https://www.pawboost.com/landing/pet/CjtRzU4-K_kb_9qcLNvqNfbCBT2nLWyb/reunited-kitty-hercules-ca-94547,5422976,Kitty,Female,SAFE,"Kitty is mostly brown and black striped on top with a white belly, chest, paws, and face and has a big fluffy tail. She is spayed and chipped. She is skittish around strangers and probably scared.","Hercules, CA 94547","Hercules,+CA+94547",38.00674,-122.259717,tabby
54,https://www.pawboost.com/landing/pet/ssEPLIaD-G36dxo8x5dsggKaRC3r7ccb/reunited-maumau-strawberry-ca-94941,5438621,Mau Mau,Male,SAFE,"Bengal Cat - Symmetrical Marbled Pattern.  Big boy, 16 lbs.  Indoor cat, not street savvy.  His collar came off trying to catch him.  He is micro-chipped.  Entice with food, he's sure to be hungry. Please help us bring Mau Mau home.  We MISS HIM SO MUCH!","Strawberry, CA 94941","Strawberry,+CA+94941",37.8968703,-122.508863,other
55,https://www.pawboost.com/landing/pet/jQ3QpxjdctGpFqEJiLJP4K1YVhH4M-8f/reunited-timo-san-bruno-ca-94066,5430368,Timo,Male,SAFE,black with a few white stray hairs on his back,"San Bruno, CA 94066","San+Bruno,+CA+94066",37.6210696,-122.4297369,black
56,https://www.pawboost.com/landing/pet/4ly9DWBV7N8tBtW3y37gEQEiXRzFfrtl/reunited-alice-walnut-creek-ca-94597,5449282,Alice,Female,SAFE,Alice has a half mustache and a brown stain on back leg.,"Walnut Creek, CA 94597","Walnut+Creek,+CA+94597",37.9193365,-122.0780632,other
